Name,Barangay,Category,Subcategory
ASCL LEARNING CENTER INC.,Niugan,Educational Services,Private School
"LETTERED L FOOD SERVICES, INC.",Diezmo,Food Services,Canteen
DINA`S CARL FASHION BOUTIQUE,Pulo,Retail Stores,Clothing and Apparel
BRLL LEASING,Pulo,Construction and Real Estate,Lessor (Commercial Space)
CITIWIDE TRADING,Marinig,Retail Stores,Hardware and Construction Supplies
XAVI SARI-SARI STORE,Banlic,Retail Stores,Sari-Sari Store
EDL ENERGY SAVER TRADING AND SERVICES,Butong,Retail Stores,Specialty Stores
LAYBA TRUCKING SERVICES,San Isidro,Transportation and Logistics,Transport Services
KWAN8DEL ENTERPRISES,Poblacion Dos,Retail Stores,General Merchandise
GRAND PLACE SOUTH BLDG.,Banaybanay,Construction and Real Estate,Lessor (Commercial Space)
LUMINO INTERNET AND GENERAL MERCHANDISE,Banaybanay,IT and Digital Services,Computer Shop
"LUCKY J GLASS, ALUMINUM AND STEEL WORKS",San Isidro,Construction and Real Estate,Construction Services
JPL AND LIAM AUTO SUPPLY,Banaybanay,Retail Stores,Vehicle and Parts Supplies
DENDEX ENTERPRISES,Marinig,Retail Stores,Specialty Stores
LURK SECURITY AGENCY,Niugan,Professional Services,Security Agency
LUZON OGICO INC.,Diezmo,Wholesale and Distribution,Trading
FAJIE`S FOODHOUSE,Pulo,Food Services,Food Stand
"LAZADA E-SERVICES PHILIPPINES, INC.",Banaybanay,Transportation and Logistics,Warehouse and Storage Services
LIMBELL TRAVEL AND TRANSPORT INC.,Poblacion Tres,Transportation and Logistics,Transport Services
SMILEBRITY ENTERPRISES,Banaybanay,Retail Stores,Specialty Stores
CALS-TECH INDUSTRIAL SUPPLY,Pulo,Retail Stores,General Merchandise
CABUYAO PHONESHOP AND GADGETS TRADING INC.,Banlic,Retail Stores,General Merchandise
"LAZADA E-SERVICES PHILIPPINES, INC.",Pulo,Construction and Real Estate,Lessor (Commercial Space)
GILMAR`S GAS STATION,Gulod,Automotive Services,Fuel Services
"LBL PRIME PROPERTIES, INC.",Pulo,Construction and Real Estate,Lessor (Commercial Space)
FATTY AND ISSA STORE,Pulo,Retail Stores,Sari-sari store
CWBL REALTY,Mamatid,Construction and Real Estate,Lessor (Commercial Space)
CWBL REALTY,Mamatid,Construction and Real Estate,Lessor (Commercial Space)
INSTYLE TRADING,Mamatid,Retail Stores,Household Supplies
STEGEL ENTERPRISES,Poblacion Tres,Manufacturing and Production,Garment Manufacturer
MOM`S MIRACLE MATERNITY CLINIC,Marinig,Healthcare Services,Maternity Clinics & Family Planning
CZAR`S APARTMENT RENTAL,San Isidro,Construction and Real Estate,Apartment/Apartelle
FILL - UP GASOLINE STATION,Banaybanay,Automotive Services,Fuel Services
LLCH PLASTIC PRODUCTS MANUFACTURING,Banaybanay,Manufacturing and Production,Plastic Products Manufacturer
RIVERSIDE HARDWARE,Bigaa,Retail Stores,Hardware and Construction Supplies
ANGELS PACKAGING SUPPLIES,Banaybanay,Retail Stores,Specialty Stores
KERS ELECTRONICS SHOP,Marinig,IT and Digital Services,Repair Services
JAMILLE INSURANCE AGENCY,Banlic,Finance and Insurance,Insurance Agents/Companies
D RAYS ZONE HELMET SHOP,Banlic,Retail Stores,Vehicle and Parts Supplies
AMORE-PASTA CAFE,Gulod,Food Services,Restaurant
ALKC PROPERTY LEASING,Poblacion Tres,Construction and Real Estate,Lessor (Residential)
LABUBBLES LAUNDRY SERVICES,Mamatid,Personal and Household Services,Laundry Shops
CYRON AND CYRYL DRESSED CHICKEN TRADING,Mamatid,Manufacturing and Production,Food Products Manufacturer
KIM LPG STORE,San Isidro,Retail Stores,Fuel and Energy Supplies
NWOW MARKETING,Banlic,Automotive Services,Specialized Automotive Services
LATAYAN LPG STORE,Banaybanay,Retail Stores,Fuel and Energy Supplies
E.A.L. ENTERPRISES,Banlic,Food Services,Refreshment Parlor
L.P.T. MARKETING COMPANY INC. ( ULTRA MEGA MULTI SALES ),Mamatid,Retail Stores,Grocery and Supermarkets
JHOY`S AESTHETIC CENTER,Poblacion Tres,Personal Care Services,Aesthetic Services
VMAX CELLPHONE AND ACCESSORIES SHOP (TECNO),Banlic,Retail Stores,Electronics and Gadgets
GAYCEE CONSTRUCTION SERVICES,Marinig,Construction and Real Estate,Construction Services
NARVAJA PROPERTY RENTAL,Bigaa,Construction and Real Estate,Lessor (Commercial Space)
FASTLUNA LOGISTICS SERVICES,San Isidro,Transportation and Logistics,Logistics Services
LAST CORNERSTONE ENTERPRISES CORP.,San Isidro,Retail Stores,Specialty Stores
TJL METAL FABRICATION SERVICES,Mamatid,Manufacturing and Production,Metal Fabrication
F & C LOGISTICS SERVICES,Gulod,Transportation and Logistics,Logistics Services
RC LANDICHO II OFFICE EQUIPMENT TRADING,Poblacion Uno,Retail Stores,School and Office Supplies
IPPUDA BEAUTY LOUNGE,Pulo,Personal Care Services,Aesthetic Services
CML FOOD STORE,Banlic,Food Services,Restaurant
MANAF FOOTWEAR STORE,Banlic,Retail Stores,Clothing and Apparel
PRINCE VINCENT SNACK CORNER,Banlic,Retail Stores,General Merchandise
SILVER JEM CORPORATION,Sala,Manufacturing and Production,Machine Fabrication and Shop
M.B. AGUIRRE PAWNSHOP (PULO BRANCH),Pulo,Finance and Insurance,Pawnshop & Financial Services
MARETECH PRECISION TOOLINGS & INDUSTRIAL SERVICES,Pulo,Manufacturing and Production,Machine Fabrication and Shop
MARETO METAL INDUSTRIES,Pulo,Manufacturing and Production,Metal Fabrication
EMM-JOSH GENERAL MERCHANDISE,Niugan,Retail Stores,General Merchandise
SHINELAND STORE,Niugan,Retail Stores,Sari-sari store
J.A. MARASIGAN BUILDERS,Mamatid,Construction and Real Estate,Construction Services
M.B.AGUIRRE PAWNSHOP -CABUYAO BRANCH,Poblacion Dos,Finance and Insurance,Pawnshop & Financial Services
M.B. AGUIRRE PAWNSHOP - MAMATID BRANCH,Banlic,Finance and Insurance,Pawnshop & Financial Services
GREG EGG STORE,Poblacion Dos,Retail Stores,General Merchandise
MARYCHECK CORPORATION,Banlic,Retail Stores,Specialty Stores
SYVIN TRADING & GENERAL MERCHANDISE,Banaybanay,Construction and Real Estate,Contractor
F AND H TRADING,San Isidro,Retail Stores,Food and Beverage
MAMSHI`S SARI-SARI STORE,Mamatid,Retail Stores,Sari-sari store
FALCON`S ENGINEERING AND MACHINE SHOP,Mamatid,Manufacturing and Production,Metal Fabrication
MASIGASIG DEVELOPMENT CORPORATION,Diezmo,Construction and Real Estate,Lessor (Excluding Subd. Operators/Lessors)
RAQUEL & ERIC STORE,Banaybanay,Retail Stores,Sari-sari store
JADENSY SARI-SARI STORE,Pulo,Retail Stores,Food and Beverage
STA. CLARA GENERAL MERCHANDISE,Marinig,Retail Stores,Hardware and Construction Supplies
SMJ PAWNSHOP- BANLIC CABUYAO BRANCH,Banlic,Finance and Insurance,Pawnshop & Financial Services
"MAKILING TRAVEL & TOURS, INC.",Banaybanay,Tourism and Hospitality,Travel Agency
ALEGRIA DOS RIOS,Pittland,Construction and Real Estate,Realty
C.E.S. PRINTXPRESS PRINTING SERVICES,Banaybanay,Creative and Media Services,Printing Services
ST. MAGDALENE POLYCLINIC,Banlic,Healthcare Services,Diagnostic and Medical Clinics
MAMATID FESTIVAL MALL TRANSPORT COOPERATIVE (MAFESTCO),Banlic,Cooperative Business,Cooperative
ST. CLAIRE ANTI RABIES CLINIC,Niugan,Healthcare Services,Animal Bite Clinics
"SMART ANGEL INTEGRATED SCHOOL OF CABUYAO, INC.",Pulo,Educational Services,Private School
L.A ACERS AGRIVET SUPPLIES,Poblacion Uno,Retail Stores,Specialty Stores
ANM-ISES INC.,Banaybanay,Retail Stores,General Merchandise
MAXILITE MERCHANDISING INC.,Banlic,Transportation and Logistics,Warehouse and Storage Services
"MARA HOLDINGS, INC.",Diezmo,Finance and Insurance,Holding Company
DANIE AND MALOU`S MEAT STALL,Poblacion Dos,Retail Stores,Food and Beverage
MARK AND ROSE ANNE RTW STORE,Poblacion Dos,Retail Stores,Clothing and Apparel
GF MANIPOL`S APARTMENT,Mamatid,Construction and Real Estate,Apartment/Apartelle
MAXIM DE HUMANA INTERNATIONAL INC.,Diezmo,Professional Services,Contracting and Manpower Services
BENZ FUEL STATION,Bigaa,Automotive Services,Fuel Services
KJCM ENTERPRISES,Poblacion Tres,Retail Stores,Vehicle and Parts Supplies
MEGA ALLIANCE PENSION LOAN CORPORATION,Poblacion Uno,Finance and Insurance,Lending Investor
DANIE AND MALOU`S BULALOHAN,Sala,Food Services,Eatery
TOP SQUARE BAKERY,San Isidro,Manufacturing and Production,Food Products Manufacturer
"MIGHTY L & K FOODS, INC. ( ARBEE`S BAKESHOP)",Banaybanay,Retail Stores,Food and Beverage
ROVE CHEM TRADING,Pulo,Retail Stores,Household Supplies
"MARKET STRATEGIC FIRM, INC.",Banlic,Finance and Insurance,Money Remittance / Bills Payment
FAR-M LOGISTICS,Mamatid,Transportation and Logistics,Transport Services
MARAÑA BUILDERS,Pulo,Construction and Real Estate,Construction Services
"MARKET STRATEGIC FIRM, INC.",Poblacion Dos,Finance and Insurance,Money Remittance / Bills Payment
MAPLETREE INCORPORATED (MEMOXPRESS),Poblacion Dos,Retail Stores,General Merchandise
CHRISTIAN C. MARASIGAN TRADING,Marinig,Retail Stores,Hardware and Construction Supplies
VVCM WASH LAUNDRY SERVICES,Mamatid,Personal and Household Services,Laundry Shops
"MIRA AUREA ALISHA, INC.",Sala,Retail Stores,Health and Personal Care
CUBE INDUSTRIAL SUPPLIES AND SERVICES,Butong,Retail Stores,Hardware and Construction Supplies
"METROCARE HEALTH SYSTEMS, INCORPORATED",Banaybanay,Healthcare Services,Medical and Healthcare Services
R. L3W CONSTRUCTION SERVICES,Gulod,Construction and Real Estate,Service Contractor
THE GENERICS PHARMACY,Marinig,Healthcare Services,Pharmacies
MOTORCENTRAL SALES CORPORATION,Pulo,Retail Stores,Vehicle and Parts Supplies
SWEET CRAVINGS FOOD SERVICES,Diezmo,Food Services,Canteen
JYT HARDWARE,Banlic,Retail Stores,Hardware and Construction Supplies
LEOJ ENTERPRISE,Marinig,Construction and Real Estate,Service Contractor
MARIANO CENTER FOR TECHNICAL STUDIES INC.,Banaybanay,Educational Services,Vocational and Special Schools
RAK`S BAKERY,Pulo,Retail Stores,Food and Beverage
RENATO M. MARTINEZ REAL ESTATE LEASING,Banlic,Construction and Real Estate,Lessor (Commercial Space)
MADZ GARMENT SUBCONTRACTING SERVICES,Gulod,Manufacturing and Production,Garment Manufacturer
SYKIE`S SARI-SARI STORE,Pulo,Retail Stores,Sari-Sari Store
M. LHUILLIER PAWNSHOP & JEWELRY AND ML KWARTA PADALA,San Isidro,Finance and Insurance,Pawnshop & Financial Services
M. LHUILLIER PAWNSHOP & JEWELRY AND ML KWARTA PADALA,San Isidro,Finance and Insurance,Pawnshop & Financial Services
ASMED PHARMACY,Marinig,Healthcare Services,Pharmacies
ROTANA LADYBUG MERCHANDISE,Pulo,Retail Stores,Clothing and Apparel
MAY YAM ALIMAGNO INC.,Sala,Transportation and Logistics,Shuttle Services / Transport Services
SOUTHPOINT BADMINTON COURT,Banaybanay,Entertainment and Recreation,Sports and Fitness
JRITCH FUNERAL SERVICES,Pulo,Personal and Household Services,Funeral Services
MOBILECRAZE TELECOM INC.,Poblacion Tres,Retail Stores,General Merchandise
AN-RODZ GYM,Mamatid,Personal Care Services,Fitness Gym
M.LHUILLIER PAWNSHOP & JEWELRY AND ML KWARTA PADALA,Mamatid,Finance and Insurance,Pawnshop & Financial Services
ANGEL CARE BIRTHING HOME CLINIC,Marinig,Healthcare Services,Maternity Clinics & Family Planning
ROVOMIG GENERAL MERCHANDISE,Marinig,Retail Stores,Hardware and Construction Supplies
"MIDDELEN MAGNA TRADE, INC.",Pittland,Wholesale and Distribution,Trading
MEDILLO CONSTRUCTION AND ENGINEERING SERVICES,Pulo,Construction and Real Estate,Construction Services
AFVL ENTERPRISES,Marinig,Creative and Media Services,Printing Services
ROBREJOHN AUTO AND TRUCK PARTS,Niugan,Retail Stores,Vehicle and Parts Supplies
MDM MANZANADES ENTERPRISE,Butong,Retail Stores,Food and Beverage
JOM GAS STATION,Sala,Automotive Services,Fuel Services
"MBA HOLDING COMPANY, INC.",Poblacion Dos,Construction and Real Estate,Lessor (Commercial Space)
MADELO CONSTRUCTION CORPORATION,Gulod,Construction and Real Estate,Service Contractor
R.M. MENDEZABAL CONSTRUCTION SUPPLIES TRADING,Marinig,Retail Stores,Hardware and Construction Supplies
AAM ANIMAL FEEDS TRADING,Baclaran,Retail Stores,Specialty Stores
ST. CLAIRE ANTI-RABIES CLINIC,Sala,Healthcare Services,Animal Bite Clinics
ARGEMLAB RESOURCES AND CALIBRATION SERVICES.,Banlic,Professional Services,Contracting and Manpower Services
DIYDOITYELLA PRINTING SERVICES,Baclaran,Creative and Media Services,Printing Services
PRIMADZ DOCUMENT PROCESSING SERVICES,Sala,Professional Services,Administrative Support Services
CLARA`S KITCHENETTE,Pulo,Food Services,Eatery
A & M MARAÑA PROPERTY RENTAL,Banaybanay,Construction and Real Estate,Apartment/Apartelle
ALX ACTION CAMERA AND HELMET STORE,Banlic,Retail Stores,Vehicle and Parts Supplies
LIME PROPERTY LEASING SERVICES,Banaybanay,Construction and Real Estate,Lessor (Commercial Space)
ALIESHA BEAUTY AND WELLNESS PRODUCTS STORE,Pulo,Retail Stores,Vehicle and Parts Supplies
JZM TRANSPORT SERVICES,Gulod,Transportation and Logistics,Transport Services
JM2 ENTERPRISES,San Isidro,Manufacturing and Production,Fabrication Services
ANCHORED DIGITAL PRINTING SERVICES,Mamatid,Creative and Media Services,Printing Services
5JGAS LPG TRADING,Niugan,Retail Stores,Fuel and Energy Supplies
ENZOI SARI-SARI STORE,Banaybanay,Retail Stores,Sari-sari store
WIBLE LOGISTICS SERVICES,Mamatid,Professional Services,Business Agent
MY DRUG OPC,Banaybanay,Healthcare Services,Pharmacies
BREWING FOOD AND BEVERAGE KIOSK,Banaybanay,Food Services,Refreshment Parlor
3J SISTER SALON,Pulo,Personal Care Services,Beauty Parlor
ENRY AND REZA LPG TRADING,Baclaran,Retail Stores,General Merchandise
EMCPL ENTERPRISES,Bigaa,Transportation and Logistics,Vehicle Storage
MACDENTAL DENTAL CENTER,Poblacion Dos,Healthcare Services,Dental Clinics
METALEON GENERAL SERVICES INC.,Mamatid,Construction and Real Estate,Service Contractor
LJFM CONSUMER GOODS TRADING,Banaybanay,Retail Stores,Specialty Stores
G-SPOT BEAUTY LOUNGE,Pulo,Personal Care Services,Aesthetic Services
MADZ TRANSPORT SERVICES,Gulod,Transportation and Logistics,Transport Services
3K MELCHOR LPG SUPPLY,Pulo,Retail Stores,Fuel and Energy Supplies
MATIENZO & MAYAMAYA HARDWARE & CONSTRUCTION SUPPLIES,Casile,Retail Stores,Hardware and Construction Supplies
IM CONSTRUCTION SERVICES,Bigaa,Construction and Real Estate,Construction Services
MEDPURE PHARMACEUTICAL COMPANY INC.,Banaybanay,Wholesale and Distribution,Medical and Health Supplies
JFDM REALTY,Pulo,Construction and Real Estate,Lessor (Residential)
RBTM FIRE EXTINGUISHER TRADING,Mamatid,Wholesale and Distribution,Industrial and Construction Supplies
RM DENTAL CLINIC,Banaybanay,Retail Stores,General Merchandise
JVBLESSED FOOD STALL,Banaybanay,Food Services,Food Stand
MANTAFI TECH OPC,Banaybanay,Educational Services,Tutorial Services
LYDIA LPG STORE,Casile,Retail Stores,Fuel and Energy Supplies
LABADA NI NENE LAUNDRY SERVICE,Gulod,Personal and Household Services,Laundry Shops
NEIZEL AND BEN BAKERY,Baclaran,Retail Stores,Sari-sari store
MMB MENTALITY FOOD STORE (PAPA FRITOES),Banlic,Retail Stores,Food and Beverage
MBEEA HARDWARE INDUSTRIAL SUPPLIES CORPORATION,Pulo,Retail Stores,Hardware and Construction Supplies
GRACE`Y-RON SARI-SARI STORE,Pulo,Retail Stores,Sari-sari store
S.W.M.B. TRUCKING SERVICES,San Isidro,Transportation and Logistics,Trucking / Transport Services
LABADA NI NENE LAUNDRY SERVICE,Pulo,Personal and Household Services,Laundry Shops
MAC MARKETING CORPORATION,Banaybanay,Wholesale and Distribution,Food Products
"MAYON MACHINERY RENTRADE, INC.",Pulo,Construction and Real Estate,Construction Services
"MAIDEHAO TRADING, CORP.",Banaybanay,Transportation and Logistics,Warehouse and Storage Services
TRIMS & TONES SALON,Sala,Personal Care Services,Beauty Parlor
FOURSIS MINI GROCERY,San Isidro,Retail Stores,Grocery and Supermarkets
MCG CANLUBANG INC. (MCDONALD`S),Pittland,Food Services,Fast Food
METIMUR ENTERPRISES,Pulo,Manufacturing and Production,Metal Fabrication
NORTHWEST BASIC COMMODITIES CORP.,San Isidro,Wholesale and Distribution,Agricultural Products
NESTLE EMPLOYEES MULTI-PURPOSE COOPERATIVE,Sala,Cooperative Business,Cooperative
CRYSTAL VILLE CONSTRUCTION,Baclaran,Construction and Real Estate,Construction Services
"KIDDIE STAR LEARNING CENTER OF CABUYAO, INC.",Mamatid,Educational Services,Learning Center
NOCEDO`S JUNKSHOP,Baclaran,Wholesale and Distribution,Junk Shops
JOPE MATERNITY CLINIC,San Isidro,Healthcare Services,Maternity Clinics & Family Planning
ELJIN SPRING & INDUSTRIAL SUPPLIES,Marinig,Retail Stores,Hardware and Construction Supplies
PREMIER SOUTHERN PETROLEUM CORP.,Sala,Automotive Services,Fuel Services
MULTIWEB ENTERPRISES,San Isidro,Professional Services,Consultancy and Management Services
TALIPAPA NI NANAY MARING,Marinig,Construction and Real Estate,Lessor (Commercial Space)
AGN OPTICAL,Pulo,Retail Stores,General Merchandise
GOD`S GRAIN RICE DEALER,Poblacion Dos,Retail Stores,Food and Beverage
I GLEN FRANCIS DRUGSTORE AND MERCHANDISE,Mamatid,Healthcare Services,Pharmacies
CDM GENERAL MERCHANDISE,Poblacion Uno,Retail Stores,General Merchandise
NIDEC PRECISION PHILIPPINES CORPORATION,Diezmo,Manufacturing and Production,PEZA Registered Business
RICKMAN PRECISION TRADING,Butong,Professional Services,Contracting and Manpower Services
MIA`S GASOLINE STATION,Mamatid,Automotive Services,Fuel Services
"NEXPERIA PHILIPPINES, INC.",Diezmo,Manufacturing and Production,PEZA Registered Business
L.J.M PASAO GASOLINE STATION (ECOOIL),Poblacion Uno,Automotive Services,Fuel Services
L.J.M PASAO GASOLINE STATION (ECOOIL),San Isidro,Automotive Services,Fuel Services
LOLA TINAY CATERING SERVICE,Sala,Food Services,Catering Service
NEW LAGUNA STEEL CENTER AND CONSTRUCTION SUPPLY CORP.,Banaybanay,Retail Stores,Hardware and Construction Supplies
PUDONG MALUNGGAY PANDESAL,Pulo,Retail Stores,Food and Beverage
R.A.N. FUEL STATION,Marinig,Automotive Services,Fuel Services
RAQ`S FUEL STATION,Baclaran,Automotive Services,Fuel Services
JANDI SARI SARI STORE,Gulod,Retail Stores,Sari-Sari Store
WALL STREET COURIER SERVICES INC. (NINJA VAN),Pulo,Transportation and Logistics,Warehouse and Storage Services
NANOTECH ANALYTICAL SERVICES AND TRAINING (NASAT) CORPORATION,Banaybanay,Professional Services,Water Treatment and Testing Services
NBL PILIPINAS CORP.,Diezmo,Entertainment and Recreation,Sports and Fitness
RC12 E- LOADING STATION,Mamatid,Retail Stores,Electronics and Gadgets
LIRIKO KARAOKE BAR,Pulo,Food Services,Restobar
L C M DELIVERY SERVICES,Marinig,Transportation and Logistics,Delivery Services
SEBASTIAN`S WET AND DRY MARKET,Pulo,Construction and Real Estate,Lessor (Commercial Space)
CASA`DE`ROMA RESORT,Mamatid,Tourism and Hospitality,Resort
CMCS LPG OUTLET,Mamatid,Retail Stores,Fuel and Energy Supplies
JERL LPG TRADING,Niugan,Retail Stores,Fuel and Energy Supplies
3` ANAK MEAT SHOP,Pulo,Retail Stores,Food and Beverage
RIO`S NOODLE HOUSE (NOODLE HOUSE),Poblacion Dos,Food Services,Food Stand
VAPORGRAM 2 VAPE SHOP,Banlic,Retail Stores,Specialty Stores
VAPORGRAM 2 VAPE SHOP,Banaybanay,Retail Stores,Specialty Stores
OUR LADY OF ASSUMPTION COLLEGE INC.,Mamatid,Educational Services,Private School
"ONE ALGON PLACE FOUNDATION, INC.",Mamatid,Professional Services,Organizations
LAKESIDE NEST WATER FILTRATION AND REFILLING STATION,Banaybanay,Retail Stores,Water Supply
CERO 168 COMMERCIAL SPACE RENTALS,Pulo,Construction and Real Estate,Lessor (Commercial Space)
ONLINECRIB CO.,Banlic,Professional Services,Contracting and Manpower Services
EVELYN V. OSTIA MEATSHOP,Niugan,Retail Stores,Food and Beverage
R.J.O. TRANSPORT SERVICES,Sala,Transportation and Logistics,Transport Services
ONE GREEN ARROW MANPOWER CORP.,Bigaa,Professional Services,Contracting and Manpower Services
JOYFUL COMMERCIAL SPACE LEASING,Sala,Construction and Real Estate,Lessor (Commercial Space)
O&G PCA INDUSTRY SYSTEM ENTERPRISE CORP.,Banaybanay,Wholesale and Distribution,Trading
DAONE TARPAULIN PRINTING,Mamatid,Creative and Media Services,Advertising and Marketing
CORNER STORE,Banaybanay,Retail Stores,General Merchandise
CJO INDUSTRIAL AND CONSTRUCTION ENTERPRISES,San Isidro,Retail Stores,Hardware and Construction Supplies
JAXEL INK REFILLING STATION,Mamatid,Creative and Media Services,Printing Services
OLYMPUS GAMES AND AMUSEMENT CORP.,Banlic,Entertainment and Recreation,Egames/Ebingo
OLYMPUS GAMES AND AMUSEMENT CORP.,San Isidro,Entertainment and Recreation,Egames/Ebingo
STENA HARDWARE,Mamatid,Retail Stores,Hardware and Construction Supplies
RICH-NEL INDUSTRIAL SUPPLY,Banaybanay,Construction and Real Estate,Service Contractor
